Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,1009,Research & Development,16,3,Technical Degree,1,143,2,Female,90,2,3,Laboratory Technician,3,Single,7016,22719,1,Y,Yes,16,3,4,80,1,9,3,2,4,0,0,0
41,No,Travel_Rarely,157,Sales,8,5,Medical,1,144,4,Female,55,2,4,Sales Representative,2,Married,13195,22675,4,Y,Yes,11,3,1,80,1,20,2,3,6,3,0,2
46,No,Travel_Rarely,725,Research & Development,6,2,Other,1,145,1,Female,77,4,3,Research Director,2,Married,8224,10409,4,Y,No,14,3,3,80,1,25,5,2,1,1,0,1
45,No,Travel_Rarely,967,Research & Development,2,3,Technical Degree,1,146,2,Female,35,3,4,Research Scientist,4,Divorced,16062,14866,1,Y,Yes,14,3,2,80,3,21,5,3,2,0,1,0
30,No,Travel_Rarely,791,Sales,18,3,Medical,1,147,2,Female,93,3,2,Sales Representative,3,Married,6159,25206,0,Y,No,11,3,1,80,1,7,4,3,0,0,0,0
24,Yes,Travel_Frequently,276,Research & Development,6,1,Life Sciences,1,148,4,Male,55,2,1,Manufacturing Director,2,Married,2482,7807,2,Y,Yes,11,3,4,80,1,1,1,2,1,0,0,0
29,Yes,Non-Travel,1325,Research & Development,24,2,Other,1,149,4,Male,49,3,2,Healthcare Representative,1,Married,4751,2186,3,Y,Yes,17,3,4,80,0,11,5,2,0,0,0,0
37,No,Travel_Rarely,660,Research & Development,12,2,Technical Degree,1,150,3,Male,59,3,2,Research Director,4,Married,4816,14909,0,Y,Yes,12,3,4,80,0,14,3,3,6,6,0,0
33,No,Travel_Frequently,317,Sales,13,4,Marketing,1,151,3,Female,73,3,3,Manager,2,Married,9013,2811,4,Y,No,16,3,4,80,1,10,3,2,5,1,1,2
29,No,Travel_Rarely,175,Human Resources,7,4,Life Sciences,1,152,2,Male,79,3,1,Human Resources,2,Single,2820,3481,1,Y,No,20,3,3,80,0,6,2,3,6,4,1,3
50,No,Travel_Rarely,824,Research & Development,4,4,Life Sciences,1,153,4,Female,35,2,3,Laboratory Technician,4,Single,7518,26614,3,Y,No,11,4,2,80,0,31,5,2,5,1,1,0
25,No,Travel_Rarely,962,Sales,13,2,Life Sciences,1,154,2,Female,33,1,1,Sales Representative,4,Single,3018,17598,4,Y,No,12,3,1,80,2,1,4,3,1,0,1,1
37,No,Travel_Rarely,799,Sales,13,1,Medical,1,155,4,Male,35,3,2,Manager,3,Divorced,3297,19139,3,Y,No,11,3,4,80,2,19,3,2,3,3,1,0
35,No,Travel_Rarely,485,Sales,1,3,Technical Degree,1,156,3,Male,52,3,2,Sales Executive,3,Married,4646,21100,2,Y,No,14,3,2,80,0,13,3,3,8,3,1,0
40,No,Travel_Rarely,340,Research & Development,6,3,Life Sciences,1,157,4,Female,61,3,3,Research Scientist,2,Divorced,8836,7335,2,Y,No,11,3,2,80,0,17,1,3,5,5,0,0
28,No,Travel_Rarely,429,Research & Development,1,2,Medical,1,158,3,Female,38,3,3,Research Director,4,Divorced,8720,5174,2,Y,Yes,15,3,3,80,0,2,1,3,2,2,0,0
31,Yes,Travel_Rarely,760,Research & Development,9,1,Technical Degree,1,159,3,Female,98,1,1,Research Director,4,Married,2856,20533,3,Y,Yes,17,4,4,80,1,11,3,4,0,0,0,0
33,Yes,Travel_Rarely,1112,Sales,1,4,Technical Degree,1,160,3,Female,65,3,1,Manager,1,Single,1870,14524,1,Y,No,14,4,1,80,0,12,1,4,0,0,0,0
19,No,Travel_Rarely,828,Research & Development,17,3,Medical,1,161,3,Male,69,4,2,Manufacturing Director,3,Divorced,4920,2475,1,Y,No,15,3,1,80,0,0,2,3,0,0,0,0
44,No,Travel_Rarely,345,Research & Development,12,4,Medical,1,162,1,Male,53,3,4,Manager,3,Married,13317,2544,2,Y,No,18,3,3,80,2,20,4,2,2,1,1,1
35,No,Travel_Rarely,1142,Sales,1,3,Medical,1,163,1,Male,97,3,2,Sales Executive,3,Married,4965,19972,2,Y,No,11,3,4,80,1,11,1,4,11,8,0,8
20,No,Travel_Rarely,719,Research & Development,9,3,Other,1,164,1,Male,76,3,2,Research Scientist,4,Single,5074,9949,2,Y,No,20,4,4,80,1,0,1,3,0,0,0,0
40,No,Travel_Rarely,1287,Research & Development,24,4,Life Sciences,1,165,1,Female,93,2,2,Laboratory Technician,1,Married,4250,15582,1,Y,No,21,3,4,80,3,16,4,3,4,1,3,3
34,No,Travel_Frequently,1288,Research & Development,8,2,Life Sciences,1,166,4,Male,61,3,4,Manager,4,Married,18259,24975,3,Y,No,13,3,4,80,0,8,3,2,2,1,2,1
42,Yes,Non-Travel,874,Research & Development,17,3,Life Sciences,1,167,2,Male,38,2,1,Manager,4,Married,2968,5235,0,Y,Yes,19,4,3,80,1,22,4,3,3,1,0,2
54,No,Travel_Rarely,729,Sales,2,4,Life Sciences,1,168,1,Female,85,2,3,Sales Representative,4,Divorced,7136,15718,4,Y,No,19,3,3,80,0,33,2,3,5,4,1,3
38,No,Travel_Rarely,589,Sales,8,2,Life Sciences,1,169,2,Female,94,3,3,Sales Representative,2,Divorced,5886,7240,3,Y,Yes,18,3,4,80,0,16,6,3,10,0,0,9
39,Yes,Travel_Rarely,545,Research & Development,8,2,Life Sciences,1,170,3,Male,63,3,1,Manager,2,Divorced,3232,9431,0,Y,Yes,11,3,3,80,0,18,4,3,1,0,0,1
45,No,Travel_Frequently,170,Human Resources,1,3,Human Resources,1,171,1,Male,43,3,3,Manager,3,Divorced,7273,21781,2,Y,No,19,3,2,80,0,18,4,3,3,1,0,3
32,No,Travel_Frequently,1245,Sales,1,3,Marketing,1,172,4,Female,42,3,1,Sales Representative,2,Married,4279,22213,2,Y,No,20,3,4,80,1,7,4,4,5,3,2,2
32,No,Travel_Rarely,719,Sales,3,2,Marketing,1,173,3,Male,54,3,2,Sales Representative,2,Married,5772,20684,1,Y,Yes,11,3,2,80,1,6,3,3,6,5,0,5
31,Yes,Travel_Frequently,1231,Research & Development,6,4,Technical Degree,1,174,4,Male,50,3,3,Manufacturing Director,1,Married,6638,16320,5,Y,Yes,14,3,3,80,0,11,4,3,6,2,0,3
23,No,Travel_Rarely,768,Sales,1,3,Marketing,1,175,2,Female,99,2,2,Sales Executive,2,Divorced,6214,19008,2,Y,No,19,3,1,80,3,1,0,2,0,0,0,0
30,No,Travel_Rarely,735,Human Resources,1,3,Human Resources,1,176,1,Female,99,3,2,Manager,2,Divorced,6135,3457,7,Y,No,12,3,3,80,0,6,2,3,2,1,1,0
35,Yes,Travel_Rarely,828,Research & Development,21,4,Medical,1,177,1,Female,98,1,4,Manufacturing Director,1,Single,13118,26146,3,Y,No,11,4,4,80,2,16,4,2,1,1,0,0
46,No,Non-Travel,525,Research & Development,8,1,Other,1,178,4,Male,57,2,1,Manager,4,Single,2831,6568,4,Y,No,12,3,2,80,1,22,2,2,4,4,1,0
45,Yes,Travel_Rarely,154,Research & Development,3,3,Other,1,179,4,Male,75,2,3,Laboratory Technician,1,Divorced,7450,8631,3,Y,Yes,17,3,3,80,0,21,2,3,0,0,0,0
31,No,Travel_Rarely,797,Research & Development,23,3,Other,1,180,4,Female,51,3,2,Research Director,2,Married,6220,22316,2,Y,No,14,3,4,80,0,7,1,3,7,5,0,4
30,No,Travel_Rarely,186,Research & Development,8,3,Other,1,181,4,Female,58,2,2,Manufacturing Director,2,Divorced,5603,15707,0,Y,No,11,3,1,80,0,5,5,4,2,2,2,2
41,No,Travel_Rarely,451,Research & Development,6,1,Technical Degree,1,182,2,Female,86,3,3,Research Scientist,3,Married,7358,9059,1,Y,Yes,14,3,3,80,1,17,6,3,1,1,1,0
51,No,Non-Travel,838,Research & Development,3,4,Life Sciences,1,183,3,Female,95,1,2,Healthcare Representative,3,Single,6187,14142,6,Y,No,11,3,3,80,0,28,1,2,3,0,3,0
33,No,Travel_Rarely,221,Research & Development,1,3,Technical Degree,1,184,2,Male,36,3,4,Research Scientist,4,Married,9805,25086,1,Y,No,11,3,4,80,0,12,2,4,5,0,0,3
39,No,Travel_Frequently,1153,Research & Development,7,1,Other,1,185,1,Male,93,3,2,Healthcare Representative,2,Married,3988,15894,5,Y,No,20,4,2,80,1,16,1,2,3,3,0,3
46,No,Travel_Frequently,286,Research & Development,5,3,Technical Degree,1,186,1,Female,82,2,2,Manager,1,Single,6663,8965,1,Y,No,14,3,4,80,1,26,4,2,11,9,0,9
35,No,Travel_Frequently,714,Research & Development,8,4,Technical Degree,1,187,4,Male,83,3,1,Manufacturing Director,2,Single,2757,12562,3,Y,No,16,3,3,80,1,9,1,3,9,9,4,0
34,Yes,Travel_Rarely,1073,Sales,1,4,Other,1,188,3,Male,87,2,3,Manager,4,Single,8598,3488,5,Y,Yes,13,3,1,80,1,11,6,2,3,2,0,1
37,No,Travel_Frequently,1445,Research & Development,21,4,Other,1,189,1,Female,68,3,4,Research Director,3,Divorced,8704,3694,4,Y,No,18,3,2,80,0,16,2,1,5,3,4,3
33,No,Travel_Rarely,432,Research & Development,1,4,Life Sciences,1,190,3,Male,36,1,3,Laboratory Technician,3,Married,9744,16443,5,Y,Yes,16,3,1,80,1,13,4,4,4,0,0,0
44,Yes,Travel_Rarely,249,Sales,10,2,Marketing,1,191,2,Male,78,1,1,Sales Representative,4,Married,2824,15023,1,Y,Yes,16,3,2,80,1,24,3,3,1,0,0,0
34,No,Travel_Rarely,806,Research & Development,2,3,Other,1,192,3,Female,70,3,3,Manager,1,Single,8339,14874,3,Y,Yes,15,3,3,80,0,9,3,3,3,1,0,0
48,No,Travel_Rarely,1154,Research & Development,15,1,Technical Degree,1,193,3,Male,96,3,3,Research Scientist,1,Divorced,8089,21322,3,Y,No,14,4,3,80,2,29,1,3,9,7,0,8
52,No,Travel_Rarely,1102,Research & Development,6,1,Life Sciences,1,194,2,Male,47,2,4,Research Scientist,4,Divorced,12546,23953,3,Y,No,14,3,4,80,3,30,3,2,8,8,4,8
39,No,Travel_Rarely,808,Sales,2,4,Technical Degree,1,195,2,Male,69,3,2,Sales Executive,3,Divorced,5052,20240,2,Y,No,19,3,2,80,1,15,1,1,2,1,1,1
43,No,Non-Travel,730,Sales,4,3,Life Sciences,1,196,1,Female,43,3,2,Sales Representative,1,Married,7267,14743,2,Y,No,17,3,4,80,1,19,2,4,3,3,2,2
54,No,Travel_Frequently,1114,Research & Development,5,1,Life Sciences,1,197,1,Male,92,3,4,Research Scientist,4,Married,14556,5021,2,Y,No,11,3,2,80,0,31,4,3,23,5,0,23
26,Yes,Travel_Rarely,1150,Human Resources,8,4,Human Resources,1,198,1,Female,64,3,2,Human Resources,4,Married,6047,17117,2,Y,No,11,3,2,80,0,3,0,2,1,1,1,0
44,No,Travel_Rarely,1188,Sales,5,3,Medical,1,199,4,Female,65,2,4,Sales Representative,4,Married,13766,10997,5,Y,Yes,23,3,2,80,0,21,3,3,1,1,1,1
52,No,Travel_Rarely,170,Sales,29,4,Life Sciences,1,200,4,Female,32,3,2,Manager,1,Married,3948,15895,2,Y,Yes,14,4,4,80,1,32,2,2,7,4,3,0
43,No,Travel_Rarely,522,Research & Development,1,3,Other,1,201,4,Male,62,3,3,Manufacturing Director,3,Single,9280,17022,2,Y,Yes,16,3,2,80,0,19,3,3,0,0,0,0
26,Yes,Travel_Rarely,145,Research & Development,13,4,Medical,1,202,1,Male,91,2,1,Research Director,2,Single,1372,2418,0,Y,No,19,3,1,80,2,6,3,2,6,3,0,6
47,No,Travel_Rarely,921,Sales,7,3,Other,1,203,4,Male,73,3,3,Sales Executive,3,Single,5218,18364,4,Y,Yes,22,3,2,80,2,23,3,3,0,0,0,0
46,Yes,Travel_Rarely,292,Research & Development,5,3,Medical,1,204,3,Male,43,1,2,Manufacturing Director,1,Divorced,3860,3472,2,Y,No,23,3,3,80,0,23,1,3,1,0,1,0
27,Yes,Travel_Frequently,787,Research & Development,4,3,Medical,1,205,1,Male,48,2,2,Manufacturing Director,1,Married,5636,24133,0,Y,Yes,18,3,4,80,1,6,3,2,4,1,0,4
42,No,Travel_Frequently,573,Research & Development,1,4,Technical Degree,1,206,4,Male,48,3,2,Healthcare Representative,1,Divorced,5672,5129,3,Y,No,19,4,1,80,0,22,1,4,3,2,0,1
33,Yes,Travel_Rarely,1474,Research & Development,7,1,Technical Degree,1,207,3,Male,74,2,3,Manager,2,Single,9892,6119,4,Y,Yes,14,3,2,80,2,10,3,2,10,5,0,10
45,Yes,Non-Travel,1070,Research & Development,6,3,Medical,1,208,2,Male,32,2,4,Research Scientist,3,Single,11530,22999,5,Y,Yes,13,3,1,80,1,24,4,3,2,1,0,2
28,No,Travel_Rarely,1443,Research & Development,16,2,Technical Degree,1,209,3,Female,78,3,2,Laboratory Technician,3,Married,5065,22052,4,Y,Yes,11,3,4,80,1,5,1,3,2,1,0,1
48,No,Travel_Frequently,422,Research & Development,4,3,Life Sciences,1,210,4,Female,46,3,2,Laboratory Technician,1,Married,6241,11373,3,Y,No,14,3,1,80,1,25,3,3,1,1,0,0
36,Yes,Travel_Rarely,885,Research & Development,14,1,Other,1,211,4,Male,63,2,2,Manufacturing Director,3,Single,7712,21783,3,Y,No,21,3,4,80,0,15,0,2,0,0,0,0
40,No,Travel_Rarely,379,Research & Development,5,4,Medical,1,212,2,Female,46,2,2,Manufacturing Director,2,Married,6634,18515,0,Y,No,12,4,1,80,1,20,2,2,12,12,0,1
30,Yes,Travel_Rarely,279,Sales,22,3,Technical Degree,1,213,1,Male,34,3,2,Sales Representative,3,Single,4069,9700,3,Y,No,14,3,2,80,0,9,3,3,0,0,0,0
48,No,Travel_Rarely,1206,Sales,3,3,Medical,1,214,3,Female,86,3,4,Sales Executive,3,Married,13231,19929,1,Y,No,18,3,4,80,0,25,2,1,1,0,1,0
39,No,Travel_Rarely,280,Sales,1,4,Life Sciences,1,215,3,Female,93,4,2,Sales Executive,4,Single,5704,18837,1,Y,No,21,3,4,80,0,18,5,3,11,5,1,9
35,Yes,Travel_Rarely,861,Research & Development,1,1,Medical,1,216,2,Female,79,3,3,Laboratory Technician,3,Single,7687,7347,1,Y,Yes,11,3,1,80,0,10,1,2,5,4,1,5
35,No,Travel_Frequently,1348,Research & Development,5,4,Other,1,217,2,Female,62,3,2,Manager,2,Divorced,4767,15239,6,Y,No,11,3,1,80,0,15,4,3,15,13,0,0
20,Yes,Travel_Frequently,599,Research & Development,3,3,Life Sciences,1,218,4,Male,88,3,3,Research Director,2,Single,8767,23282,6,Y,Yes,22,4,1,80,0,0,2,4,0,0,0,0
33,No,Travel_Rarely,352,Sales,2,2,Other,1,219,2,Male,78,4,2,Sales Executive,4,Married,4284,16167,2,Y,No,14,4,2,80,2,14,3,3,9,1,3,6
25,No,Travel_Rarely,106,Sales,1,3,Other,1,220,2,Male,47,4,2,Sales Executive,2,Divorced,5545,25200,2,Y,Yes,11,3,1,80,0,3,2,3,3,2,2,0
48,No,Travel_Rarely,1284,Research & Development,2,4,Life Sciences,1,221,4,Male,61,3,4,Research Director,4,Married,13304,12663,5,Y,No,14,4,3,80,1,27,4,3,0,0,0,0
39,No,Travel_Rarely,1259,Research & Development,9,1,Other,1,222,2,Female,41,3,2,Healthcare Representative,4,Married,6515,24444,4,Y,No,11,3,2,80,0,17,2,3,5,5,1,3
44,No,Travel_Rarely,686,Research & Development,6,3,Technical Degree,1,223,3,Female,79,3,3,Research Director,2,Married,11767,23542,3,Y,No,15,3,2,80,0,22,3,3,0,0,0,0
35,No,Travel_Rarely,851,Sales,14,3,Medical,1,224,3,Female,61,3,4,Sales Executive,3,Married,11194,13055,2,Y,No,11,3,1,80,1,11,3,2,0,0,0,0
36,No,Travel_Rarely,1061,Sales,4,4,Marketing,1,225,3,Male,59,3,1,Manager,2,Married,2670,18245,1,Y,No,12,4,4,80,0,15,1,3,1,1,1,0
37,No,Travel_Frequently,1252,Research & Development,10,4,Medical,1,226,2,Male,77,2,5,Manager,1,Married,19971,19546,3,Y,Yes,11,3,2,80,0,14,4,3,6,6,3,4
46,Yes,Travel_Frequently,1135,Research & Development,14,3,Technical Degree,1,227,3,Female,59,3,4,Research Director,1,Single,12244,20440,1,Y,Yes,15,4,4,80,2,21,0,2,0,0,0,0
46,No,Travel_Rarely,1353,Research & Development,5,4,Medical,1,228,1,Female,34,3,2,Laboratory Technician,2,Married,5440,5596,1,Y,No,13,3,4,80,0,22,3,3,6,3,1,0
31,No,Travel_Rarely,561,Research & Development,1,4,Technical Degree,1,229,1,Male,57,3,2,Healthcare Representative,4,Divorced,6145,8621,1,Y,Yes,18,3,3,80,2,6,3,3,2,1,2,1
38,No,Travel_Rarely,1197,Research & Development,1,3,Life Sciences,1,230,4,Female,87,3,3,Research Scientist,3,Married,9471,20115,3,Y,No,16,4,1,80,2,15,4,1,8,1,1,6
32,No,Travel_Rarely,322,Sales,1,4,Marketing,1,231,4,Male,53,3,3,Sales Representative,1,Married,5419,2604,1,Y,No,14,4,4,80,1,10,2,3,2,1,2,2
36,Yes,Travel_Rarely,1350,Sales,8,3,Life Sciences,1,232,4,Male,57,3,3,Sales Representative,3,Single,7433,9898,4,Y,No,11,3,2,80,1,14,3,3,3,1,3,3
41,No,Travel_Rarely,876,Research & Development,7,2,Life Sciences,1,233,3,Male,53,4,4,Research Director,1,Single,13179,20036,2,Y,No,12,3,1,80,0,17,5,4,5,1,2,3
25,Yes,Travel_Rarely,175,Research & Development,6,2,Technical Degree,1,234,3,Female,47,2,1,Research Scientist,4,Married,2447,3943,3,Y,Yes,19,3,4,80,2,2,3,3,0,0,0,0
32,No,Travel_Rarely,158,Research & Development,24,3,Medical,1,235,4,Male,52,3,2,Manager,3,Married,5381,16428,4,Y,No,13,3,3,80,2,12,2,3,12,11,0,2
18,No,Travel_Rarely,201,Research & Development,1,3,Life Sciences,1,236,4,Male,64,3,1,Research Scientist,3,Married,2200,19581,4,Y,No,16,3,3,80,1,0,2,2,0,0,0,0
36,No,Travel_Frequently,1093,Human Resources,3,4,Other,1,237,2,Female,96,3,3,Manager,3,Married,11216,8186,3,Y,No,15,3,3,80,0,11,2,3,6,3,0,5
38,No,Travel_Rarely,1443,Research & Development,19,3,Other,1,238,1,Male,87,3,3,Research Director,3,Married,7538,23361,1,Y,No,12,3,1,80,1,18,1,3,0,0,0,0
40,No,Travel_Frequently,720,Research & Development,25,3,Life Sciences,1,239,1,Female,71,3,3,Research Director,1,Single,9468,13957,4,Y,No,16,4,3,80,2,18,1,2,13,1,1,9
35,No,Non-Travel,242,Research & Development,4,4,Other,1,240,2,Male,64,2,4,Manager,2,Single,13303,19277,4,Y,No,11,3,4,80,1,12,1,2,2,2,2,2
41,No,Travel_Rarely,1494,Research & Development,9,4,Other,1,241,2,Female,92,1,3,Research Scientist,2,Single,6457,14879,6,Y,No,11,3,1,80,1,20,4,3,8,7,5,7
41,No,Travel_Rarely,451,Research & Development,5,4,Other,1,242,4,Male,73,3,4,Healthcare Representative,2,Divorced,13130,14518,3,Y,No,19,3,4,80,1,19,3,3,19,9,0,19
44,No,Travel_Rarely,1061,Research & Development,12,4,Life Sciences,1,243,2,Female,66,2,2,Research Scientist,1,Single,5399,22771,5,Y,No,17,3,3,80,2,21,0,3,2,0,0,1
42,No,Travel_Rarely,133,Research & Development,10,3,Life Sciences,1,244,3,Male,78,3,3,Manufacturing Director,2,Divorced,7128,9416,2,Y,No,13,3,3,80,0,13,2,4,4,1,0,2
43,No,Travel_Frequently,517,Research & Development,13,2,Life Sciences,1,245,1,Female,50,3,2,Manager,2,Married,4204,20164,1,Y,No,11,3,2,80,1,23,2,3,1,0,1,0
36,Yes,Non-Travel,751,Research & Development,20,4,Medical,1,246,1,Male,78,2,4,Laboratory Technician,2,Divorced,8043,24109,2,Y,Yes,19,4,3,80,1,14,1,3,1,1,1,1
57,Yes,Non-Travel,1441,Sales,29,3,Technical Degree,1,247,2,Male,39,4,3,Manager,4,Single,7495,9683,1,Y,Yes,13,4,1,80,0,35,4,2,8,1,0,5
30,No,Travel_Rarely,1257,Research & Development,1,3,Technical Degree,1,248,2,Female,36,2,1,Manager,4,Divorced,2146,19625,4,Y,No,14,3,2,80,1,3,4,3,2,0,2,0
35,No,Travel_Rarely,737,Sales,1,3,Marketing,1,249,2,Male,83,1,3,Sales Representative,4,Married,8529,18526,2,Y,No,20,3,2,80,1,11,0,2,2,0,2,2
40,No,Travel_Frequently,1138,Research & Development,1,3,Technical Degree,1,250,2,Female,57,3,3,Manufacturing Director,1,Divorced,8233,10319,2,Y,No,13,3,4,80,1,16,2,3,4,4,0,1
29,No,Travel_Rarely,884,Sales,23,2,Life Sciences,1,251,3,Male,47,3,1,Manager,2,Married,3355,8632,3,Y,No,20,4,1,80,0,7,2,2,0,0,0,0
46,No,Travel_Rarely,424,Research & Development,3,4,Other,1,252,4,Male,82,2,2,Laboratory Technician,2,Divorced,6622,15343,2,Y,Yes,11,3,3,80,0,19,0,3,8,7,0,6
53,No,Travel_Rarely,277,Sales,27,4,Other,1,253,2,Female,39,3,3,Manager,1,Married,7641,20726,1,Y,No,11,3,2,80,1,29,2,2,3,3,2,2
38,Yes,Travel_Rarely,1248,Sales,10,3,Marketing,1,254,3,Male,33,2,2,Manager,1,Divorced,4431,20908,3,Y,Yes,11,4,3,80,0,18,1,3,1,0,1,0
53,No,Non-Travel,1459,Sales,3,2,Marketing,1,255,1,Male,62,2,3,Sales Executive,3,Divorced,9652,9698,0,Y,No,14,4,3,80,1,29,2,3,2,0,0,1
50,No,Travel_Rarely,1234,Human Resources,18,2,Other,1,256,3,Male,90,2,3,Human Resources,2,Married,9756,26789,4,Y,No,18,3,4,80,0,26,1,3,1,1,0,0
32,Yes,Travel_Rarely,877,Research & Development,1,3,Life Sciences,1,257,4,Male,59,3,1,Research Scientist,4,Married,3515,16184,3,Y,No,17,3,1,80,0,8,1,1,2,2,0,2
42,No,Travel_Rarely,143,Research & Development,4,4,Other,1,258,4,Male,60,1,2,Research Scientist,4,Single,4941,9013,1,Y,No,14,3,1,80,2,19,5,3,10,6,1,5
42,No,Travel_Rarely,1159,Research & Development,2,2,Medical,1,259,4,Male,76,3,1,Manager,4,Married,3441,7922,3,Y,No,14,3,2,80,1,18,2,3,4,2,1,2
26,Yes,Travel_Rarely,710,Research & Development,23,3,Other,1,260,4,Male,47,3,3,Manufacturing Director,3,Single,9195,19202,4,Y,Yes,11,3,4,80,0,2,4,3,2,0,2,2
31,No,Non-Travel,1312,Research & Development,7,4,Technical Degree,1,261,3,Male,66,2,1,Research Director,3,Married,3333,26830,1,Y,No,17,4,2,80,1,7,0,2,0,0,0,0
50,No,Travel_Rarely,282,Research & Development,16,4,Other,1,262,3,Male,66,4,4,Laboratory Technician,4,Married,12886,17859,4,Y,No,16,3,3,80,0,26,1,2,4,1,4,0
48,Yes,Travel_Rarely,151,Research & Development,5,3,Other,1,263,4,Female,79,2,2,Laboratory Technician,4,Single,4710,14350,2,Y,Yes,14,3,3,80,1,24,3,3,0,0,0,0
31,No,Travel_Frequently,769,Sales,15,4,Marketing,1,264,3,Male,64,2,2,Sales Representative,1,Divorced,3965,14295,1,Y,No,11,3,3,80,2,8,4,3,3,1,0,1
18,Yes,Travel_Rarely,364,Research & Development,17,3,Other,1,265,4,Male,31,3,1,Manufacturing Director,4,Married,2780,15045,5,Y,No,19,3,3,80,2,0,6,2,0,0,0,0
37,No,Travel_Frequently,1304,Sales,1,2,Technical Degree,1,266,3,Male,63,1,2,Sales Executive,4,Married,3260,22007,2,Y,No,17,3,4,80,1,15,2,3,4,3,0,4
22,Yes,Travel_Rarely,1261,Research & Development,4,5,Other,1,267,2,Male,55,3,1,Manufacturing Director,4,Married,3970,12813,1,Y,No,11,3,4,80,0,0,1,4,0,0,0,0
30,No,Travel_Rarely,517,Research & Development,1,1,Other,1,268,2,Male,93,1,2,Manufacturing Director,2,Married,4231,6895,1,Y,No,16,3,1,80,1,11,3,4,2,2,1,1
40,No,Travel_Rarely,909,Sales,5,4,Marketing,1,269,3,Male,78,3,2,Sales Representative,3,Divorced,3545,4755,1,Y,No,19,3,3,80,1,23,5,3,8,3,0,7
43,No,Travel_Rarely,1464,Sales,15,4,Other,1,270,4,Female,90,2,3,Sales Executive,1,Married,8019,24340,0,Y,Yes,13,3,3,80,0,20,4,3,10,5,2,5
32,No,Travel_Rarely,1192,Research & Development,1,3,Life Sciences,1,271,4,Male,88,4,3,Research Director,4,Married,5972,10153,1,Y,No,11,3,2,80,1,11,3,3,9,1,3,1
22,No,Travel_Rarely,1375,Research & Development,5,3,Medical,1,272,4,Female,41,1,2,Research Scientist,2,Married,5625,11281,3,Y,No,11,3,4,80,1,0,3,1,0,0,0,0
32,No,Travel_Rarely,1214,Research & Development,6,3,Technical Degree,1,273,4,Male,60,1,2,Laboratory Technician,3,Married,4391,13375,3,Y,No,17,3,4,80,0,12,5,1,3,2,0,0
20,Yes,Travel_Rarely,1173,Human Resources,5,1,Human Resources,1,274,4,Male,93,2,1,Manager,1,Single,3529,12291,3,Y,No,13,4,1,80,0,0,2,3,0,0,0,0
28,No,Non-Travel,674,Research & Development,29,4,Medical,1,275,2,Female,99,3,1,Laboratory Technician,4,Divorced,2874,13856,4,Y,No,12,3,3,80,0,5,4,2,4,2,0,0
33,No,Travel_Rarely,601,Research & Development,21,4,Technical Degree,1,276,4,Female,50,3,1,Research Director,2,Married,2707,17404,2,Y,No,16,3,4,80,1,10,3,3,10,10,2,9
39,No,Non-Travel,759,Sales,4,3,Other,1,277,2,Female,33,4,4,Sales Executive,3,Married,18486,24061,2,Y,No,16,3,2,80,0,13,2,3,2,1,0,0
44,No,Non-Travel,619,Research & Development,1,4,Life Sciences,1,278,4,Female,42,3,2,Research Scientist,2,Single,6848,13128,3,Y,No,11,3,4,80,0,21,5,3,0,0,0,0
37,Yes,Travel_Frequently,789,Research & Development,15,3,Other,1,279,4,Male,57,2,2,Research Scientist,1,Single,4745,17318,0,Y,Yes,11,3,3,80,0,15,3,1,0,0,0,0
44,No,Non-Travel,105,Human Resources,2,5,Human Resources,1,280,4,Male,92,3,1,Manager,2,Single,3587,8818,3,Y,No,11,3,2,80,1,21,3,1,5,4,0,2
32,Yes,Travel_Rarely,459,Research & Development,6,4,Medical,1,281,4,Male,47,1,2,Manufacturing Director,2,Single,4164,25725,2,Y,No,11,3,4,80,0,7,2,3,5,0,2,4
36,No,Travel_Rarely,1045,Research & Development,6,1,Life Sciences,1,282,2,Female,98,3,2,Manager,2,Divorced,5566,19825,1,Y,No,16,3,4,80,2,12,4,3,3,3,0,1
43,Yes,Non-Travel,396,Human Resources,1,3,Life Sciences,1,283,2,Female,71,3,2,Manager,1,Married,3215,20920,3,Y,Yes,16,3,4,80,1,23,3,2,5,1,2,1
43,No,Travel_Rarely,680,Research & Development,8,3,Technical Degree,1,284,4,Male,37,3,5,Research Scientist,4,Single,18463,25086,4,Y,No,12,4,4,80,2,20,3,4,8,2,0,0
34,Yes,Travel_Rarely,1377,Research & Development,4,4,Other,1,285,4,Male,36,2,1,Healthcare Representative,4,Divorced,2231,20067,1,Y,No,16,3,3,80,0,11,4,2,0,0,0,0
42,No,Travel_Rarely,541,Research & Development,6,3,Life Sciences,1,286,1,Female,33,3,2,Healthcare Representative,3,Married,5447,25720,6,Y,Yes,14,3,1,80,1,17,4,2,5,5,2,2
